Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Central African Republic,CAF,"International tourism, number of arrivals",ST.INT.ARVL,87000,..,..,..
Central African Republic,CAF,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Central African Republic,CAF,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Central African Republic,CAF,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Central African Republic,CAF,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Central African Republic,CAF,"Population, total",SP.POP.TOTL,5209324,5343020,5457154,5579144
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.24718191743429,-1.60000673705524,-1.1999905246095,2.23597967466216
Chad,TCD,"International tourism, number of arrivals",ST.INT.ARVL,81000,10399.9996185303,..,..
Chad,TCD,"International tourism, number of departures",ST.INT.DPRT,..,5500,..,..
Chad,TCD,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Chad,TCD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Chad,TCD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Chad,TCD,"Population, total",SP.POP.TOTL,16126866,16644701,17179740,17723315
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.32511666013609,-7.96507880705455,8.64676971657032,..
Channel Islands,CHI,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Channel Islands,CHI,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Channel Islands,CHI,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Channel Islands,CHI,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Channel Islands,CHI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,169410,171113,172683,174079
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.743130031302485,-6.14524685679062,11.7374310651402,2.44040339833805
Chile,CHL,"International tourism, number of arrivals",ST.INT.ARVL,5431000,..,..,..
Chile,CHL,"International tourism, number of departures",ST.INT.DPRT,4091000,..,..,..
Chile,CHL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2279000000,406000000,..,..
Chile,CHL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2428000000,530000000,..,..
Chile,CHL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.24439975371893,1.29934068286281,..,..
Chile,CHL,"Population, total",SP.POP.TOTL,19039485,19300315,19493184,19603733
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.95050075376979,2.23863835629443,8.44747829343031,2.9908045977096
China,CHN,"International tourism, number of arrivals",ST.INT.ARVL,162538000,30402000,..,..
China,CHN,"International tourism, number of departures",ST.INT.DPRT,154632000,20334000,..,..
China,CHN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,35832000000,14233000000,..,..
China,CHN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,254621000000,130504000000,..,..
China,CHN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
China,CHN,"Population, total",SP.POP.TOTL,1407745000,1411100000,1412360000,1412175000
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.18685539245533,-7.25229907492306,11.0161932669779,7.49577578140568
Colombia,COL,"International tourism, number of arrivals",ST.INT.ARVL,4531000,1396000,..,..
Colombia,COL,"International tourism, number of departures",ST.INT.DPRT,4479000,1275000,..,..
Colombia,COL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,5682000000,1595000000,..,..
Colombia,COL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,4935000000,1396000000,..,..
Colombia,COL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,13.2179825302544,5.12510160368679,..,..
Colombia,COL,"Population, total",SP.POP.TOTL,50187406,50930662,51516562,51874024
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.76078023923176,-0.195556827149787,2.11219557695527,2.38767848524202
Comoros,COM,"International tourism, number of arrivals",ST.INT.ARVL,45099.9984741211,7000,..,..
Comoros,COM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Comoros,COM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,72000000,18000000,..,..
Comoros,COM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,31000000,31000000,..,..
Comoros,COM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,51.1217128842715,26.8359915308607,..,..
Comoros,COM,"Population, total",SP.POP.TOTL,790986,806166,821625,836774
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.38452888103882,1.7354227636007,6.20015401075946,8.92444785079518
"Congo, Dem. Rep.",COD,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
"Congo, Dem. Rep.",COD,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Congo, Dem. Rep.",COD,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,99699996.9482422,80800003.0517578,..,..
"Congo, Dem. Rep.",COD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,96000000,204000000,..,..
"Congo, Dem. Rep.",COD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,89906890,92853164,95894118,99010212
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.0868859578877448,-6.23931963197583,-2.20000260638274,1.54795289692822
"Congo, Rep.",COG,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
"Congo, Rep.",COG,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Congo, Rep.",COG,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
"Congo, Rep.",COG,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
"Congo, Rep.",COG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,5570733,5702174,5835806,5970424
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.41751181762513,-4.27335432161462,7.78079756393568,4.30501579784834
Costa Rica,CRI,"International tourism, number of arrivals",ST.INT.ARVL,3366000,1146500,..,..
Costa Rica,CRI,"International tourism, number of departures",ST.INT.DPRT,1153000,324000,..,..
Costa Rica,CRI,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,4008000000,1356000000,..,..
Costa Rica,CRI,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,950000000,300000000,..,..
Costa Rica,CRI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,18.8321292850006,7.39670081663466,..,..
Costa Rica,CRI,"Population, total",SP.POP.TOTL,5084532,5123105,5153957,5180829
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.51828673526198,1.73762042928969,6.99999999501503,6.74133000220331
Cote d'Ivoire,CIV,"International tourism, number of arrivals",ST.INT.ARVL,2070000,668000,..,..
Cote d'Ivoire,CIV,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Cote d'Ivoire,CIV,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,448500000,166100006.103516,..,..
Cote d'Ivoire,CIV,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,474000000,205000000,..,..
Cote d'Ivoire,CIV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.99182051785074,1.50622739528075,..,..
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,26147551,26811790,27478249,28160542
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.42100553041571,-8.58034302106221,13.0722049215981,6.33133629634182
Croatia,HRV,"International tourism, number of arrivals",ST.INT.ARVL,60021000,21608000,..,..
Croatia,HRV,"International tourism, number of departures",ST.INT.DPRT,3500000,678000,..,..
Croatia,HRV,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,11753000000,5568853027.34375,..,..
Croatia,HRV,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1764000000,775687194.824219,..,..
Croatia,HRV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,38.0081354012491,23.4590943816134,..,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4065253,4047680,3879000,3854000
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.164839982463832,-10.9483409741617,1.25409286362381,..
Cuba,CUB,"International tourism, number of arrivals",ST.INT.ARVL,4276000,1086000,..,..
Cuba,CUB,"International tourism, number of departures",ST.INT.DPRT,650000,271000,..,..
Cuba,CUB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2596000000,1137000000,..,..
Cuba,CUB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Cuba,CUB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11316697,11300698,11256372,11212191
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.37179918105626,-18.4384718493945,4.23240462897157,..
Curacao,CUW,"International tourism, number of arrivals",ST.INT.ARVL,1293000,..,..,..
Curacao,CUW,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Curacao,CUW,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,703000000,281000000,..,..
Curacao,CUW,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,341000000,102000000,..,..
Curacao,CUW,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,39.7754978543786,27.7981250962992,..,..
Curacao,CUW,"Population, total",SP.POP.TOTL,157441,154947,152369,149996
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.52942854943188,-4.37247418575215,6.63892696813528,5.63214801919504
Cyprus,CYP,"International tourism, number of arrivals",ST.INT.ARVL,4117000,..,..,..
Cyprus,CYP,"International tourism, number of departures",ST.INT.DPRT,1578000,..,..,..
Cyprus,CYP,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3245000000,663000000,..,..
Cyprus,CYP,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1596000000,880000000,..,..
Cyprus,CYP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,16.359904958884,3.25334403486803,..,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1228836,1237537,1244188,1251488
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.02987866345279,-5.50296796125089,3.55272206183683,2.4609192430561
Czechia,CZE,"International tourism, number of arrivals",ST.INT.ARVL,37202000,..,..,..
Czechia,CZE,"International tourism, number of departures",ST.INT.DPRT,7346000,2399000,..,..
Czechia,CZE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,7302000000,3632000000,..,..
Czechia,CZE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,5889000000,3430000000,..,..
Czechia,CZE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.27082373365615,2.25067195159652,..,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10671870,10697858,10505772,10526073
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.49348695853648,-1.99460756850381,4.85570758570233,3.81901774679091
Denmark,DNK,"International tourism, number of arrivals",ST.INT.ARVL,33093000,15595000,..,..
Denmark,DNK,"International tourism, number of departures",ST.INT.DPRT,9088000,4230000,..,..
Denmark,DNK,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,8651000000,3970000000,..,..
Denmark,DNK,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,10037000000,5636000000,..,..
Denmark,DNK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5814422,5831404,5856733,5903037
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.5451305999467,1.20202203296475,4.80000000000001,3
Djibouti,DJI,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Djibouti,DJI,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Djibouti,DJI,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,63099998.4741211,29700000.7629395,..,..
Djibouti,DJI,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,25000000,14899999.6185303,..,..
Djibouti,DJI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,1073994,1090156,1105557,1120849
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.5024834367041,-16.6049115377829,6.89157738839417,5.93892827581244
Dominica,DMA,"International tourism, number of arrivals",ST.INT.ARVL,322000,140000,..,..
Dominica,DMA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Dominica,DMA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,124000000,32000000,..,..
Dominica,DMA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,22000000,6000000,..,..
Dominica,DMA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,71428,71995,72412,72737
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.05216802016253,-6.72023937283404,12.2719902359299,4.85832403306539
Dominican Republic,DOM,"International tourism, number of arrivals",ST.INT.ARVL,7550000,2748000,..,..
Dominican Republic,DOM,"International tourism, number of departures",ST.INT.DPRT,532000,210000,..,..
Dominican Republic,DOM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,7472000000,2674000000,..,..
Dominican Republic,DOM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,624000000,214000000,..,..
Dominican Republic,DOM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10881882,10999664,11117873,11228821
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0121051028476558,-7.78760709093422,4.23525124172572,2.94766863298817
Ecuador,ECU,"International tourism, number of arrivals",ST.INT.ARVL,2108000,..,..,..
Ecuador,ECU,"International tourism, number of departures",ST.INT.DPRT,1515000,..,..,..
Ecuador,ECU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,2282000000,702000000,..,..
Ecuador,ECU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1216000000,408000000,..,..
Ecuador,ECU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.79127924655659,3.1473517336348,..,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,17343740,17588595,17797737,18001000
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.55209307156954,3.55016483786844,3.29064601202214,6.58784560886967
"Egypt, Arab Rep.",EGY,"International tourism, number of arrivals",ST.INT.ARVL,13026000,..,..,..
"Egypt, Arab Rep.",EGY,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
"Egypt, Arab Rep.",EGY,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,13030000000,4398000000,..,..
"Egypt, Arab Rep.",EGY,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,3518000000,2509000000,..,..
"Egypt, Arab Rep.",EGY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,26.6354738662113,12.1540960837403,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,105618671,107465134,109262178,110990103
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.45564559911415,-7.87838378345673,11.1780203076212,2.60023991827281
El Salvador,SLV,"International tourism, number of arrivals",ST.INT.ARVL,2639000,707000,..,..
El Salvador,SLV,"International tourism, number of departures",ST.INT.DPRT,1899000,515000,..,..
El Salvador,SLV,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1306000000,636000000,..,..
El Salvador,SLV,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,471000000,142000000,..,..
El Salvador,SLV,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,20.6535926823786,12.43105399832,..,..
El Salvador,SLV,"Population, total",SP.POP.TOTL,6280217,6292731,6314167,6336392
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.48182537893445,-4.2414813213166,-0.945382916517076,3.14579829390267
